Geo Point,Geo Shape,GEOID,LANDAREA,WATERAREA,Latitude,Longitude,Total Population,White Only Population,Non White Only Percentage,AREA_SQMI,Total Population Estimate,Total Population Margin of Error,Housing Unit Estimate,Housing Unit Margin of Error,RPL_THEME1,RPL_THEME2,RPL_THEME3,RPL_THEME4,RPL_THEMES
"33.853232317053205, -118.12107672917244","{""coordinates"": [[[-118.12509, 33.86031899912669], [-118.122865, 33.8603179991267], [-118.12147, 33.859956999126695], [-118.118345, 33.8585039991267], [-118.11706, 33.8582769991267], [-118.116992, 33.85433499912674], [-118.116935, 33.85360499912678], [-118.11682, 33.852178999126764], [-118.116706, 33.8507519991268], [-118.116406, 33.84702799912687], [-118.117784, 33.847033999126865], [-118.124924, 33.847053999126864], [-118.125075, 33.84705499912687], [-118.125059, 33.8507749991268], [-118.125047, 33.85363099912678], [-118.12509, 33.86031899912669]]], ""type"": ""Polygon""}",6037570902,1055804,0,33.8532314,-118.1210795,3653,1750,52.09415492,0.407648036,3395,519,1181,134,0.2592,0.2612,0.4118,0.1779,0.2084
"33.85391388494437, -118.1490741887116","{""coordinates"": [[[-118.159849, 33.85436099912674], [-118.155515, 33.85440099912675], [-118.155519, 33.85746999912669], [-118.156968, 33.85746399912671], [-118.156991, 33.86018399912668], [-118.151189, 33.86030199912667], [-118.146767, 33.860309999126656], [-118.146161, 33.86022999912667], [-118.14242, 33.860245999126704], [-118.142415, 33.85731899912674], [-118.142387, 33.85478899912674], [-118.142389, 33.85443399912673], [-118.142432, 33.84711099912683], [-118.147167, 33.84712499912684], [-118.149042, 33.84713099912685], [-118.151182, 33.84713799912682], [-118.154742, 33.847093999126834], [-118.154779, 33.850209999126804], [-118.154764, 33.853847999126735], [-118.159851, 33.85380099912674], [-118.159849, 33.85436099912674]]], ""type"": ""Polygon""}",6037570701,1776912,1953,33.8538919,-118.1483367,6993,1958,72.0005617,0.686069277,7545,1074,2555,239,0.2994,0.6455,0.655,0.8291,0.5799
"33.85716215758399, -118.1623140091854","{""coordinates"": [[[-118.168588, 33.86012799912666], [-118.163118, 33.86015299912665], [-118.159884, 33.86016899912668], [-118.156991, 33.86018399912668], [-118.156968, 33.85746399912671], [-118.155519, 33.85746999912669], [-118.155515, 33.85440099912675], [-118.159849, 33.85436099912674], [-118.164175, 33.85434599912678], [-118.164329, 33.85434599912678], [-118.164328, 33.853933999126745], [-118.167704, 33.85425799912677], [-118.167745, 33.85444399912675], [-118.16843, 33.85592099912671], [-118.168588, 33.86012799912666]]], ""type"": ""Polygon""}",6037570603,734616,0,33.8571713,-118.1623205,5391,516,90.42847516,0.283636707,4964,564,1743,112,0.6746,0.7675,0.8252,0.9884,0.9026
"33.8644783171786, -118.1532543299673","{""coordinates"": [[[-118.15994, 33.868609999126576], [-118.15782, 33.868336999126576], [-118.15559, 33.86862999912657], [-118.151242, 33.8686439991266], [-118.15124, 33.86891599912659], [-118.146651, 33.8689359991266], [-118.146767, 33.860309999126656], [-118.151189, 33.86030199912667], [-118.156991, 33.86018399912668], [-118.159884, 33.86016899912668], [-118.15994, 33.868609999126576]]], ""type"": ""Polygon""}",6037570100,1154366,0,33.8644628,-118.1532212,2950,657,77.72878721,0.445703021,2982,582,754,74,0.6454,0.7576,0.6747,0.7907,0.7521
"33.86747055260776, -118.16680230420529","{""coordinates"": [[[-118.175398, 33.86736499912661], [-118.172978, 33.867374999126575], [-118.17299, 33.869181999126546], [-118.173027, 33.87462299912649], [-118.169771, 33.874645999126486], [-118.168678, 33.87464999912648], [-118.159981, 33.874683999126496], [-118.15994, 33.868609999126576], [-118.159884, 33.86016899912668], [-118.163118, 33.86015299912665], [-118.168588, 33.86012799912666], [-118.168601, 33.86194799912665], [-118.17536, 33.861923999126645], [-118.175379, 33.864185999126654], [-118.175398, 33.86736499912661]]], ""type"": ""Polygon""}",6037570502,1997826,0,33.8674703,-118.166802,6558,1003,84.70569004,0.771364614,6027,592,1905,226,0.7106,0.9373,0.8368,0.859,0.8836
"33.87162298227988, -118.15564041092117","{""coordinates"": [[[-118.159981, 33.874683999126496], [-118.15564, 33.87470499912652], [-118.151262, 33.87465899912651], [-118.151267, 33.87292299912655], [-118.15124, 33.86891599912659], [-118.151242, 33.8686439991266], [-118.15559, 33.86862999912657], [-118.15782, 33.868336999126576], [-118.15994, 33.868609999126576], [-118.159981, 33.874683999126496]]], ""type"": ""Polygon""}",6037570204,548092,0,33.8716329,-118.1556129,4133,683,83.47445355,0.211619417,4511,798,1332,178,0.8035,0.4619,0.7783,0.8924,0.8191
"33.87296082342928, -118.14690821244416","{""coordinates"": [[[-118.151288, 33.87693899912648], [-118.142596, 33.877028999126466], [-118.142549, 33.87294899912653], [-118.142542, 33.869596999126564], [-118.142626, 33.86896299912659], [-118.146651, 33.8689359991266], [-118.15124, 33.86891599912659], [-118.151267, 33.87292299912655], [-118.151262, 33.87465899912651], [-118.151288, 33.87693899912648]]], ""type"": ""Polygon""}",6037554302,719080,0,33.8729673,-118.1469095,4072,637,84.35656082,0.277638226,4384,671,1135,103,0.8558,0.5006,0.8884,0.7611,0.8128
"33.87832308379911, -118.15998946463033","{""coordinates"": [[[-118.168702, 33.8819619991264], [-118.160022, 33.88195899912642], [-118.154715, 33.881983999126405], [-118.151616, 33.88199799912643], [-118.151315, 33.8819869991264], [-118.151294, 33.879806999126416], [-118.151288, 33.87693899912648], [-118.151262, 33.87465899912651], [-118.15564, 33.87470499912652], [-118.159981, 33.874683999126496], [-118.168678, 33.87464999912648], [-118.168702, 33.8819619991264]]], ""type"": ""Polygon""}",6037570203,1301660,0,33.8783269,-118.1600077,4051,484,88.05231102,0.502573529,4069,589,1258,181,0.9469,0.6035,0.9269,0.8631,0.9197
"33.821308232983455, -118.21865804557592","{""coordinates"": [[[-118.224576, 33.82438099912715], [-118.222296, 33.82438199912715], [-118.222283, 33.82560299912712], [-118.21755, 33.82573599912712], [-118.215706, 33.8259009991271], [-118.21564, 33.82535099912714], [-118.215429, 33.82434499912712], [-118.213079, 33.82429599912713], [-118.2111, 33.82379899912714], [-118.211091, 33.818905999127175], [-118.215453, 33.8189169991272], [-118.21544, 33.82195699912716], [-118.219456, 33.821951999127165], [-118.221293, 33.818074999127234], [-118.221443, 33.8116649991273], [-118.222442, 33.81187899912726], [-118.224504, 33.82156799912717], [-118.224576, 33.824287999127094], [-118.224576, 33.82438099912715]]], ""type"": ""Polygon""}",6037572301,819237,0,33.8223423,-118.2212245,3840,394,89.73955996,0.316309044,3764,484,972,79,0.9083,0.5963,0.8872,0.761,0.8575
"33.83045819380718, -118.21598287558156","{""coordinates"": [[[-118.226346, 33.83030199912707], [-118.225757, 33.831955999127025], [-118.225492, 33.83251099912704], [-118.218858, 33.83247699912701], [-118.216655, 33.832551999127055], [-118.216008, 33.83427799912699], [-118.213417, 33.83428599912703], [-118.212398, 33.836093999126994], [-118.211278, 33.83917999912695], [-118.207727, 33.839184999126935], [-118.207691, 33.839330999126965], [-118.207542, 33.83866499912694], [-118.208779, 33.831749999127034], [-118.208274, 33.829585999127076], [-118.207782, 33.827853999127086], [-118.207368, 33.82642899912713], [-118.20979, 33.82647599912713], [-118.211304, 33.82630799912708], [-118.21564, 33.82535099912714], [-118.215706, 33.8259009991271], [-118.21755, 33.82573599912712], [-118.222283, 33.82560299912712], [-118.222296, 33.82438199912715], [-118.224576, 33.82438099912715], [-118.226622, 33.829530999127044], [-118.226346, 33.83030199912707]]], ""type"": ""Polygon""}",6037544002,1598286,0,33.8304309,-118.2160455,3172,573,81.93566143,0.617101421,3717,1044,796,71,0.7722,0.751,0.8744,0.2388,0.6697
"33.8778647616508, -118.20452634795765","{""coordinates"": [[[-118.208874, 33.8812919991264], [-118.207137, 33.88131199912641], [-118.205446, 33.88131899912645], [-118.20485, 33.88132199912643], [-118.203675, 33.881379999126395], [-118.200557, 33.88139599912641], [-118.200574, 33.88013699912643], [-118.200535, 33.87428099912651], [-118.202742, 33.87427599912652], [-118.205498, 33.87428699912649], [-118.207155, 33.87426899912648], [-118.208031, 33.874931999126495], [-118.208017, 33.87442699912648], [-118.208134, 33.8744219991265], [-118.208135, 33.8747989991265], [-118.208482, 33.87479599912651], [-118.208488, 33.87492899912651], [-118.2085, 33.87832499912648], [-118.208874, 33.8812919991264]]], ""type"": ""Polygon""}",6037570403,570494,0,33.8778677,-118.2044846,4556,475,89.57416822,0.220268874,4196,478,1145,94,0.7909,0.6706,0.9591,0.7805,0.831
"33.79984736958792, -118.11720728352297","{""coordinates"": [[[-118.125283, 33.8026409991274], [-118.125269, 33.806758999127354], [-118.12526, 33.81053199912727], [-118.121547, 33.810517999127306], [-118.117503, 33.81050499912728], [-118.114563, 33.810499999127295], [-118.114595, 33.80444499912736], [-118.114606, 33.80323799912741], [-118.114668, 33.80174899912738], [-118.107919, 33.79682099912749], [-118.107918, 33.79543699912748], [-118.107943, 33.792251999127565], [-118.107969, 33.78870399912757], [-118.116198, 33.78873199912756], [-118.117078, 33.79100899912753], [-118.117072, 33.7931919991275], [-118.117057, 33.7959879991275], [-118.11791, 33.795995999127484], [-118.12145, 33.79600899912746], [-118.125312, 33.79602199912748], [-118.125283, 33.8026409991274]]], ""type"": ""Polygon""}",6037574300,2450925,30093,33.7994363,-118.118082,6044,3755,37.87226375,0.946307044,5942,1173,2238,313,0.1622,0.0895,0.1646,0.4108,0.1518
"33.80170617436559, -118.1691819084224","{""coordinates"": [[[-118.181734, 33.804230999127405], [-118.180646, 33.80422999912741], [-118.176311, 33.804243999127365], [-118.176297, 33.804382999127355], [-118.176302, 33.811646999127284], [-118.163269, 33.81167799912726], [-118.163249, 33.8091339991273], [-118.16118, 33.809032999127325], [-118.16118, 33.809859999127326], [-118.158914, 33.80986199912732], [-118.158924, 33.80442499912736], [-118.167588, 33.804318999127396], [-118.167518, 33.80074499912743], [-118.167615, 33.795295999127504], [-118.162783, 33.79523599912748], [-118.162387, 33.79512399912748], [-118.158897, 33.7952759991275], [-118.158895, 33.79391699912754], [-118.157117, 33.79349699912752], [-118.156743, 33.78976899912754], [-118.162751, 33.789854999127556], [-118.163313, 33.78985599912755], [-118.165501, 33.789854999127556], [-118.167645, 33.79149199912755], [-118.171997, 33.794302999127524], [-118.180663, 33.79994499912741], [-118.18175, 33.800638999127415], [-118.181734, 33.804230999127405]]], ""type"": ""Polygon""}",6037573402,2963452,0,33.8016879,-118.1691388,6827,1725,74.73266812,1.144194744,6778,705,2717,259,0.6399,0.1014,0.6163,0.9077,0.629
"33.801264692961446, -118.14318069292322","{""coordinates"": [[[-118.151386, 33.797118999127484], [-118.151346, 33.80442699912736], [-118.151348, 33.80700599912735], [-118.142522, 33.80563499912736], [-118.136136, 33.80283899912741], [-118.133965, 33.802761999127384], [-118.133964, 33.80236099912742], [-118.133969, 33.7962599991275], [-118.134234, 33.79604999912746], [-118.141048, 33.796054999127456], [-118.141032, 33.79968899912744], [-118.148291, 33.79972699912745], [-118.148283, 33.7960799991275], [-118.151411, 33.796083999127504], [-118.151386, 33.797118999127484]]], ""type"": ""Polygon""}",6037574202,1336503,3008,33.8019004,-118.1433453,2206,1136,48.5040578,0.516026481,2400,331,757,81,0.1484,0.4378,0.4037,0.4473,0.2925
"33.803404700917056, -118.10193744497863","{""coordinates"": [[[-118.114606, 33.80323799912741], [-118.114595, 33.80444499912736], [-118.114563, 33.810499999127295], [-118.113758, 33.8104979991273], [-118.107872, 33.810480999127286], [-118.101882, 33.810462999127274], [-118.098115, 33.8104489991273], [-118.092164, 33.81043699912729], [-118.0909, 33.810431999127296], [-118.090595, 33.80421399912738], [-118.090177, 33.79586099912749], [-118.094741, 33.79591999912746], [-118.099222, 33.79555899912746], [-118.101954, 33.79555799912746], [-118.1028, 33.7955199991275], [-118.104643, 33.79544399912747], [-118.107918, 33.79543699912748], [-118.107919, 33.79682099912749], [-118.114668, 33.80174899912738], [-118.114606, 33.80323799912741]]], ""type"": ""Polygon""}",6037574400,3331253,69240,33.8050344,-118.102337,5420,3386,37.52766835,1.286203446,5509,700,1978,212,0.0536,0.3769,0.2101,0.0827,0.0694
"33.81525184850568, -118.15227420514245","{""coordinates"": [[[-118.180662, 33.81164099912729], [-118.178495, 33.81163099912727], [-118.178494, 33.81346899912727], [-118.174137, 33.81346599912728], [-118.174154, 33.815284999127265], [-118.171968, 33.81529399912724], [-118.171973, 33.81865699912717], [-118.167632, 33.81891999912719], [-118.167357, 33.82015299912718], [-118.164643, 33.82004699912718], [-118.164094, 33.82275799912718], [-118.164037, 33.82759599912706], [-118.160853, 33.82757699912711], [-118.157917, 33.825135999127106], [-118.155958, 33.82513799912711], [-118.155949, 33.8275109991271], [-118.154103, 33.82755199912705], [-118.150978, 33.82754699912707], [-118.151011, 33.825080999127124], [-118.142553, 33.825094999127096], [-118.133917, 33.82505499912713], [-118.133893, 33.82223899912712], [-118.133909, 33.81880999912719], [-118.13393, 33.81527499912723], [-118.133951, 33.810558999127316], [-118.133977, 33.80670099912733], [-118.133965, 33.802761999127384], [-118.136136, 33.80283899912741], [-118.142522, 33.80563499912736], [-118.151348, 33.80700599912735], [-118.151346, 33.80442699912736], [-118.155781, 33.80441999912737], [-118.158877, 33.80215999912742], [-118.158924, 33.80442499912736], [-118.158914, 33.80986199912732], [-118.16118, 33.809859999127326], [-118.16118, 33.809032999127325], [-118.163249, 33.8091339991273], [-118.163269, 33.81167799912726], [-118.176302, 33.811646999127284], [-118.176297, 33.804382999127355], [-118.176311, 33.804243999127365], [-118.180646, 33.80422999912741], [-118.180646, 33.8043859991274], [-118.180662, 33.81164099912729]]], ""type"": ""Polygon""}",6037980018,7389850,21307,33.8185805,-118.1516654,30,8,73.33088897,2.853235865,0,13,0,13,-999,-999,-999,-999,-999
"33.815294767399614, -118.19494906307487","{""coordinates"": [[[-118.205294, 33.81350999912728], [-118.205402, 33.8189169991272], [-118.204233, 33.818898999127185], [-118.195445, 33.818973999127174], [-118.185015, 33.81890999912723], [-118.184455, 33.81862199912721], [-118.184579, 33.81508499912726], [-118.184579, 33.81163499912725], [-118.191704, 33.811649999127276], [-118.193704, 33.81164499912729], [-118.200222, 33.811646999127284], [-118.205492, 33.81167399912727], [-118.205294, 33.81350999912728]]], ""type"": ""Polygon""}",6037572201,1538799,21029,33.81618,-118.1953378,6141,1267,79.36816815,0.594133372,6038,1070,2001,246,0.7884,0.4184,0.7051,0.8327,0.7676
"33.82078741413914, -118.07303701769042","{""coordinates"": [[[-118.081703, 33.82508299912712], [-118.081337, 33.82497699912712], [-118.078427, 33.824116999127135], [-118.074676, 33.823007999127164], [-118.072497, 33.82346799912713], [-118.071804, 33.823209999127165], [-118.071826, 33.82397399912716], [-118.068721, 33.82401999912716], [-118.068868, 33.822170999127124], [-118.066627, 33.82219899912718], [-118.065833, 33.824070999127144], [-118.063268, 33.8241069991271], [-118.06325, 33.820763999127166], [-118.06317, 33.81968099912719], [-118.067447, 33.81753799912723], [-118.068758, 33.81736199912723], [-118.069121, 33.81761099912721], [-118.071806, 33.81762399912718], [-118.073299, 33.81762699912723], [-118.081546, 33.817648999127236], [-118.081869, 33.82437899912715], [-118.081703, 33.82508299912712]]], ""type"": ""Polygon""}",6037555202,1067564,36623,33.8200771,-118.0728449,3551,1934,45.53645578,0.412188596,3965,763,1111,147,0.1941,0.1722,0.3336,0.1308,0.1223
"33.743421366803574, -118.11544004048889","{""coordinates"": [[[-118.117803, 33.739655], [-118.116014, 33.742377]], [[-118.116014, 33.742377], [-118.11565, 33.742931]], [[-118.11565, 33.742931], [-118.114749, 33.744302]], [[-118.114749, 33.744302], [-118.11442, 33.745176]], [[-118.11442, 33.745176], [-118.11406, 33.746138]], [[-118.11406, 33.746138], [-118.113237, 33.746985]], [[-118.113237, 33.746985], [-118.113046, 33.74709]]], ""type"": ""MultiLineString""}",6059110117,1319903,11716,33.8258098,-118.0571887,,,,,,,,,,,,,
"33.82420415631713, -118.09841379856064","{""coordinates"": [[[-118.107821, 33.82044599912718], [-118.106046, 33.82251999912716], [-118.100079, 33.82933599912708], [-118.099625, 33.830111999127034], [-118.098862, 33.83234999912705], [-118.093526, 33.83201399912705], [-118.093356, 33.83199899912704], [-118.093309, 33.83171199912702], [-118.09324, 33.83129099912707], [-118.091383, 33.81882099912722], [-118.09271, 33.81882099912722], [-118.098075, 33.81881799912722], [-118.099134, 33.81881399912717], [-118.105203, 33.81881799912722], [-118.109272, 33.81881999912722], [-118.107821, 33.82044599912718]]], ""type"": ""Polygon""}",6037573800,1534014,0,33.8242122,-118.0984125,4371,2666,39.00708327,0.592285873,4335,482,1545,143,0.1346,0.4376,0.2241,0.0371,0.0804
"33.826563627439974, -118.10962754760143","{""coordinates"": [[[-118.116559, 33.82765099912709], [-118.116562, 33.82844299912708], [-118.116532, 33.832408999127026], [-118.109704, 33.83238699912701], [-118.107757, 33.832379999127035], [-118.105133, 33.832371999127055], [-118.098862, 33.83234999912705], [-118.099625, 33.830111999127034], [-118.100079, 33.82933599912708], [-118.106046, 33.82251999912716], [-118.107821, 33.82044599912718], [-118.109272, 33.81881999912722], [-118.116517, 33.818812999127175], [-118.1165, 33.822353999127166], [-118.116566, 33.82501899912712], [-118.116559, 33.82765099912709]]], ""type"": ""Polygon""}",6037573700,1817080,1861,33.8262637,-118.1094908,4790,2831,40.89769501,0.701578222,5091,628,1724,165,0.1019,0.1508,0.3547,0.0747,0.0595
"33.82762291902335, -118.07680103640051","{""coordinates"": [[[-118.081793, 33.83087399912704], [-118.081812, 33.831259999127035], [-118.081827, 33.83145499912705], [-118.080574, 33.83139699912703], [-118.079075, 33.831402999127064], [-118.071974, 33.83141399912704], [-118.071935, 33.82768999912711], [-118.071826, 33.82397399912716], [-118.071804, 33.823209999127165], [-118.072497, 33.82346799912713], [-118.074676, 33.823007999127164], [-118.078427, 33.824116999127135], [-118.081337, 33.82497699912712], [-118.081703, 33.82508299912712], [-118.082698, 33.82999099912707], [-118.081793, 33.83087399912704]]], ""type"": ""Polygon""}",6037555211,785956,0,33.8276553,-118.0768146,5773,839,85.46681353,0.303459184,5835,545,1448,143,0.8206,0.8497,0.9438,0.7013,0.8625
"33.83192851194983, -118.17742438657936","{""coordinates"": [[[-118.189351, 33.83453199912698], [-118.185001, 33.836847999126945], [-118.18167, 33.83862499912693], [-118.176299, 33.84149999912691], [-118.176295, 33.83902699912694], [-118.176301, 33.834093999127006], [-118.176299, 33.83243199912702], [-118.167614, 33.83242699912704], [-118.164306, 33.83241699912706], [-118.16431, 33.827801999127104], [-118.167361, 33.8277809991271], [-118.16736, 33.82669399912708], [-118.173038, 33.82669599912706], [-118.176303, 33.8267079991271], [-118.18501, 33.8267049991271], [-118.185001, 33.831749999127034], [-118.187191, 33.83175299912703], [-118.189351, 33.83453199912698]]], ""type"": ""Polygon""}",6037571900,1935159,0,33.8319302,-118.1774538,5769,2474,57.11560806,0.74716876,5403,890,2300,197,0.4086,0.403,0.4208,0.3189,0.3728
"33.83596682800667, -118.11633950717679","{""coordinates"": [[[-118.124962, 33.83410599912703], [-118.124938, 33.83609199912699], [-118.124911, 33.83955499912697], [-118.116634, 33.83952699912692], [-118.11642, 33.83952599912693], [-118.113091, 33.839515999126945], [-118.111375, 33.83951099912696], [-118.108533, 33.839500999126926], [-118.10772, 33.83954099912693], [-118.107757, 33.832379999127035], [-118.109704, 33.83238699912701], [-118.116532, 33.832408999127026], [-118.124983, 33.832436999127], [-118.124962, 33.83410599912703]]], ""type"": ""Polygon""}",6037571102,1257570,0,33.8359668,-118.1163384,4006,2199,45.10732773,0.485550292,3450,311,1216,100,0.1945,0.0969,0.3173,0.1306,0.0924
"33.83870177420546, -118.16979760417627","{""coordinates"": [[[-118.176301, 33.834093999127006], [-118.176295, 33.83902699912694], [-118.176299, 33.84149999912691], [-118.172201, 33.84371099912687], [-118.167572, 33.84621799912688], [-118.167586, 33.84694299912686], [-118.167559, 33.84693999912687], [-118.164322, 33.84705599912685], [-118.164306, 33.83241699912706], [-118.167614, 33.83242699912704], [-118.176299, 33.83243199912702], [-118.176301, 33.834093999127006]]], ""type"": ""Polygon""}",6037571504,1511673,0,33.8387012,-118.169799,4935,1333,72.98884033,0.583659969,4901,947,2082,354,0.4473,0.2601,0.4659,0.3514,0.3727
"33.7629050662589, -118.13515979952552","{""coordinates"": [[[-118.141558, 33.76235499912792], [-118.141552, 33.76344899912787], [-118.14155, 33.76625899912785], [-118.132863, 33.76625099912787], [-118.132859, 33.76443699912787], [-118.132552, 33.76443699912787], [-118.131676, 33.764026999127886], [-118.130918, 33.76364299912789], [-118.129433, 33.7622959991279], [-118.128622, 33.75990799912793], [-118.130023, 33.75822699912794], [-118.130125, 33.75824699912795], [-118.133274, 33.75959099912794], [-118.133897, 33.75985499912796], [-118.13661, 33.76101399912791], [-118.139331, 33.762178999127904], [-118.14156, 33.76180699912789], [-118.141558, 33.76235499912792]]], ""type"": ""Polygon""}",6037577400,645365,0,33.7629063,-118.135114,3173,2279,28.17521961,0.249176717,2771,459,1668,101,0.2462,0.0275,0.07,0.3116,0.0923
"33.76365636885394, -118.1024524313661","{""coordinates"": [[[-118.11512, 33.76304699912787], [-118.113588, 33.764655999127875], [-118.10506, 33.766865999127845], [-118.104086, 33.76769099912785], [-118.103684, 33.774178999127756], [-118.097057, 33.77419199912774], [-118.09706, 33.773722999127784], [-118.09371, 33.768332999127814], [-118.092332, 33.764531999127854], [-118.092045, 33.75967499912796], [-118.098722, 33.75961399912794], [-118.100845, 33.75669399912796], [-118.106396, 33.752564999128026], [-118.107192, 33.753800999128025], [-118.113603, 33.760690999127945], [-118.11512, 33.76304699912787]]], ""type"": ""Polygon""}",6037980007,2401375,303691,33.7665067,-118.1007304,5,0,99.980004,0.92717569,0,13,0,13,-999,-999,-999,-999,-999
"33.76720896125715, -118.12375073167578","{""coordinates"": [[[-118.132855, 33.76987799912782], [-118.128503, 33.769877999127814], [-118.128505, 33.77532599912776], [-118.1227, 33.77532199912776], [-118.118712, 33.77202399912777], [-118.117826, 33.769865999127795], [-118.116901, 33.76733799912785], [-118.11512, 33.76304699912787], [-118.119984, 33.7612219991279], [-118.120798, 33.76051699912792], [-118.122477, 33.75954399912794], [-118.122867, 33.75986899912792], [-118.127294, 33.76041899912794], [-118.128622, 33.75990799912793], [-118.129433, 33.7622959991279], [-118.130918, 33.76364299912789], [-118.131676, 33.764026999127886], [-118.128687, 33.76514299912791], [-118.132855, 33.76987799912782]]], ""type"": ""Polygon""}",6037577605,1524866,298384,33.7654065,-118.1205075,4799,3484,27.40153628,0.588753812,4301,444,2107,148,0.1939,0.1095,0.1626,0.1004,0.0722
"33.77047535127955, -118.11187412538435","{""coordinates"": [[[-118.121256, 33.77531899912771], [-118.113049, 33.77529699912776], [-118.11174, 33.77502599912772], [-118.111789, 33.77492599912774], [-118.109731, 33.77426299912778], [-118.103684, 33.774178999127756], [-118.104086, 33.76769099912785], [-118.10506, 33.766865999127845], [-118.113588, 33.764655999127875], [-118.11512, 33.76304699912787], [-118.116901, 33.76733799912785], [-118.117826, 33.769865999127795], [-118.118712, 33.77202399912777], [-118.1227, 33.77532199912776], [-118.121256, 33.77531899912771]]], ""type"": ""Polygon""}",6037577602,1319979,69273,33.7700579,-118.1126708,3370,2384,29.25815156,0.509646532,3016,276,1594,115,0.1841,0.1312,0.2036,0.4945,0.2144
"33.77079449711567, -118.14806541987241","{""coordinates"": [[[-118.154583, 33.7716999991278], [-118.154583, 33.775339999127716], [-118.152412, 33.77533099912774], [-118.14806, 33.775323999127764], [-118.145888, 33.77532099912776], [-118.141544, 33.77532699912775], [-118.141544, 33.7716999991278], [-118.141542, 33.7698859991278], [-118.141546, 33.76806599912781], [-118.14155, 33.76625899912785], [-118.148064, 33.76626199912785], [-118.154581, 33.76626599912784], [-118.15459, 33.76807299912786], [-118.154583, 33.7716999991278]]], ""type"": ""Polygon""}",6037577100,1215399,0,33.7707927,-118.1480649,7051,4184,40.6608934,0.469267985,6966,970,3370,291,0.2556,0.0308,0.2825,0.498,0.1756
"33.77871743093944, -118.13985697094172","{""coordinates"": [[[-118.152408, 33.77715099912772], [-118.152412, 33.77896399912767], [-118.152408, 33.78078499912766], [-118.152404, 33.78258599912763], [-118.150232, 33.782588999127626], [-118.145888, 33.78259499912767], [-118.143716, 33.782595999127665], [-118.141536, 33.78259499912767], [-118.132555, 33.78258699912763], [-118.1227, 33.77532199912776], [-118.128505, 33.77532599912776], [-118.137331, 33.775324999127754], [-118.141544, 33.77532699912775], [-118.145888, 33.77532099912776], [-118.14806, 33.775323999127764], [-118.152412, 33.77533099912774], [-118.152408, 33.77715099912772]]], ""type"": ""Polygon""}",6037577000,1846201,2503,33.776873,-118.1401379,7264,3156,56.55285565,0.712821899,7064,844,3303,296,0.4265,0.0453,0.4551,0.5143,0.3079
"33.77896868668322, -118.19371544831601","{""coordinates"": [[[-118.195063, 33.782588999127626], [-118.19372, 33.78259399912767], [-118.192378, 33.78259199912768], [-118.192375, 33.77897199912772], [-118.192372, 33.77829199912773], [-118.192381, 33.77534399912776], [-118.19505, 33.77533399912773], [-118.195052, 33.778974999127705], [-118.195063, 33.782588999127626]]], ""type"": ""Polygon""}",6037575803,199589,0,33.7789661,-118.1937148,2684,581,78.35317498,0.077061712,3205,488,1350,211,0.9139,0.9944,0.6565,0.9384,0.9834
"33.77896673528692, -118.18869524775239","{""coordinates"": [[[-118.192372, 33.77829199912773], [-118.192375, 33.77897199912772], [-118.192378, 33.78259199912768], [-118.189376, 33.782588999127626], [-118.185016, 33.78259699912767], [-118.185014, 33.77896299912767], [-118.18502, 33.775341999127704], [-118.187011, 33.77533799912772], [-118.188314, 33.775339999127716], [-118.192381, 33.77534399912776], [-118.192372, 33.77829199912773]]], ""type"": ""Polygon""}",6037576301,548536,0,33.7789685,-118.1886964,4564,1016,77.73880856,0.211790847,4409,739,1965,186,0.8198,0.7735,0.7728,0.6999,0.8233
"33.7789749816506, -118.17850754996294","{""coordinates"": [[[-118.18068, 33.78259799912767], [-118.176328, 33.782611999127624], [-118.176343, 33.778964999127666], [-118.176341, 33.77533799912772], [-118.180677, 33.775342999127766], [-118.180678, 33.77896399912767], [-118.18068, 33.78259799912767]]], ""type"": ""Polygon""}",6037576401,324020,0,33.778974,-118.1785058,4060,580,85.7142646,0.12510477,5172,781,1334,170,0.9526,0.9874,0.8884,0.6851,0.9605
"33.7807784569705, -118.15677025805321","{""coordinates"": [[[-118.161115, 33.78259799912767], [-118.157829, 33.782599999127655], [-118.156748, 33.78259199912768], [-118.152404, 33.78258599912763], [-118.152408, 33.78078499912766], [-118.152412, 33.77896399912767], [-118.156756, 33.778964999127666], [-118.157837, 33.778958999127674], [-118.161139, 33.77897099912771], [-118.161115, 33.78259799912767]]], ""type"": ""Polygon""}",6037576903,324706,0,33.7807787,-118.1567668,3814,812,78.70999509,0.125369636,3327,543,1414,159,0.8146,0.4089,0.7257,0.9752,0.8606
"33.78348429086614, -118.12749217708728","{""coordinates"": [[[-118.134032, 33.789797999127586], [-118.132177, 33.789570999127534], [-118.129727, 33.788505999127565], [-118.129533, 33.78843699912757], [-118.127788, 33.78814499912757], [-118.124391, 33.78852199912757], [-118.123454, 33.7871509991276], [-118.122417, 33.78473299912764], [-118.122351, 33.7793109991277], [-118.122347, 33.779047999127684], [-118.121256, 33.77531899912771], [-118.1227, 33.77532199912776], [-118.132555, 33.78258699912763], [-118.132673, 33.78267299912764], [-118.134053, 33.78378999912765], [-118.134032, 33.789797999127586]]], ""type"": ""Polygon""}",6037574800,1108069,0,33.7834928,-118.1274859,3165,1942,38.641378,0.427827657,3069,473,1596,241,0.353,0.0494,0.2518,0.3962,0.2123
