OID_,ID,STATE_NAME,ST_ABBREV,CNTY_NAME,REGION,ACSTOTPOP,ACSIPOVBAS,ACSEDUCBAS,ACSTOTHH,ACSTOTHU,ACSUNEMPBAS,DEMOGIDX_2,DEMOGIDX_5,PEOPCOLOR,PEOPCOLORPCT,LOWINCOME,LOWINCPCT,UNEMPLOYED,UNEMPPCT,LINGISO,LINGISOPCT,LESSHS,LESSHSPCT,UNDER5,UNDER5PCT,OVER64,OVER64PCT,LIFEEXPPCT,PM25,OZONE,DSLPM,CANCER,RESP,RSEI_AIR,PTRAF,PRE1960,PRE1960PCT,PNPL,PRMP,PTSDF,UST,PWDIS,D2_PM25,D5_PM25,D2_OZONE,D5_OZONE,D2_DSLPM,D5_DSLPM,D2_CANCER,D5_CANCER,D2_RESP,D5_RESP,D2_RSEI_AIR,D5_RSEI_AIR,D2_PTRAF,D5_PTRAF,D2_LDPNT,D5_LDPNT,D2_PNPL,D5_PNPL,D2_PRMP,D5_PRMP,D2_PTSDF,D5_PTSDF,D2_UST,D5_UST,D2_PWDIS,D5_PWDIS,P_DEMOGIDX_2,P_DEMOGIDX_5,P_PEOPCOLORPCT,P_LOWINCPCT,P_UNEMPPCT,P_LINGISOPCT,P_LESSHSPCT,P_UNDER5PCT,P_OVER64PCT,P_LIFEEXPPCT,P_PM25,P_OZONE,P_DSLPM,P_CANCER,P_RESP,P_RSEI_AIR,P_PTRAF,P_LDPNT,P_PNPL,P_PRMP,P_PTSDF,P_UST,P_PWDIS,P_D2_PM25,P_D5_PM25,P_D2_OZONE,P_D5_OZONE,P_D2_DSLPM,P_D5_DSLPM,P_D2_CANCER,P_D5_CANCER,P_D2_RESP,P_D5_RESP,P_D2_RSEI_AIR,P_D5_RSEI_AIR,P_D2_PTRAF,P_D5_PTRAF,P_D2_LDPNT,P_D5_LDPNT,P_D2_PNPL,P_D5_PNPL,P_D2_PRMP,P_D5_PRMP,P_D2_PTSDF,P_D5_PTSDF,P_D2_UST,P_D5_UST,P_D2_PWDIS,P_D5_PWDIS,AREALAND,AREAWATER,NPL_CNT,TSDF_CNT,EXCEED_COUNT_80,EXCEED_COUNT_80_SUP,Shape_Length,Shape_Area
7791,6037651101,California,CA,Los Angeles,9,4935,4841,3512,1764,1792,2178,0.370447861,0.089158031,3272,0.66301925,377,0.077876472,113,0.051882461,218,0.123582766,186,0.052961276,285,0.05775076,1118,0.226545086,0.139487179,9.706786301,56.14169,0.42165002,20,0.3,2850.32116,161.8182323,258,0.143973214,0.231124668,1.553461173,20.36972241,0.373738812,0.00103972,24.44955883,5.884430037,5.927165776,1.426528494,31.85851605,7.667590666,1.111343583,0.267474093,6.297613637,1.515686527,34.82209894,8.380854901,14.44746658,3.477163204,14.81791444,3.566321235,31.48806819,7.578432624,33.71075535,8.113380809,35.93344252,8.648328994,24.44955883,5.884430037,12.96567514,3.12053108,37,22,51,8,41,74,26,53,85,13,66,16,86,3,17,94,39,40,85,91,97,66,35,59,49,18,14,68,58,22,15,34,28,73,63,38,29,41,30,66,58,69,59,74,63,71,67,37,28,5571430,2404,0,8,0,0,0.111069336,0.00054272
7792,6037651102,California,CA,Los Angeles,9,3626,3626,2912,1720,1888,1720,0.314533922,0.088076277,1935,0.533645891,346,0.095421953,112,0.065116279,226,0.131395349,47,0.01614011,283,0.078047435,972,0.268063982,0.132307692,9.769,56.32845,0.379937685,20,0.3,2711.869398,726.961934,567,0.300317797,0.18518078,1.396438652,18.69885678,3.222749309,0.000962504,21.07377275,5.901110528,5.032542747,1.409220425,24.21911199,6.781873329,0.943601766,0.264228831,5.347076674,1.497296709,29.25165472,8.191093718,25.16271373,7.046102123,17.92843354,5.020347762,25.47724766,7.134178399,27.99351903,7.838788612,30.19525648,8.455322547,26.73538334,7.486483505,11.00868726,3.082669679,27,21,38,12,56,76,7,79,92,9,67,16,77,3,17,93,80,57,81,89,96,85,35,54,49,15,14,57,53,17,15,29,27,66,62,59,54,48,41,59,56,62,58,67,62,72,70,32,27,839418,0,0,1,0,0,0.042050262,8.17454E-05
7793,6037651201,California,CA,Los Angeles,9,5187,5179,3663,1725,1821,2481,0.31097861,0.089692317,2518,0.48544438,707,0.13651284,70,0.02821443,181,0.104927536,129,0.035217035,229,0.044148834,908,0.175053017,0.143589744,9.59548411,56.21202,0.313986893,20,0.3,2414.16258,352.2611574,1337,0.734211971,0.141611449,0.747132127,10.30794224,0,0.000824556,20.21360967,5.830000605,4.975657764,1.435077072,19.90263104,5.740308288,0.93293583,0.269076951,5.28663637,1.524769389,28.61003214,8.251693164,19.90263106,5.740308288,28.92101075,8.341385481,22.07948133,6.368154507,24.2563316,6.996000726,25.18926743,7.265077677,0,0,10.57327275,3.049538778,27,23,33,22,15,69,17,33,69,16,65,16,64,3,17,92,64,93,71,78,81,0,34,53,49,15,14,50,47,17,15,29,28,65,63,49,46,65,59,54,52,56,53,59,57,0,0,31,27,1742825,0,0,0,0,0,0.052175005,0.000169722
7794,6037651221,California,CA,Los Angeles,9,3896,3777,2670,1466,1568,2133,0.439220739,0.103968433,2787,0.715349076,616,0.163092401,181,0.084857009,193,0.13165075,65,0.024344569,188,0.04825462,459,0.117813142,0.115897436,9.709086849,56.28284,0.357532455,20,0.3,2604.82873,750.1428183,435,0.277423469,0.166906588,1.302559622,15.54424011,1.441237969,0.000880165,28.98856875,6.861916589,7.027531819,1.663494931,32.06311395,7.589695609,1.317662217,0.311905299,7.466752563,1.767463361,40.8475287,9.669064284,35.13765909,8.317474653,23.71791989,5.614295391,33.81999688,8.005569353,38.651425,9.149222118,40.8475287,9.669064284,32.9415554,7.797632487,14.93350511,3.534926728,48,32,57,29,73,76,11,39,39,3,66,16,73,3,17,93,80,54,77,88,93,75,34,65,55,21,16,68,58,27,19,39,32,79,69,74,61,58,45,69,60,75,64,80,68,77,71,42,31,696232,0,0,1,1,0,0.033912043,6.78022E-05
7795,6037651222,California,CA,Los Angeles,9,6514,6514,4315,2414,2639,3640,0.343183912,0.104961919,3846,0.590420632,625,0.095947191,258,0.070879121,423,0.175227838,169,0.039165701,343,0.052655818,593,0.091034695,0.143589744,9.596298356,56.12473,0.34754307,20,0.3,2460.585472,493.9899454,443,0.167866616,0.146069918,0.499493449,13.17340506,0,0.001167909,22.30695425,6.822524719,5.490942585,1.6793907,24.36605775,7.452296249,1.029551736,0.314885757,5.834126504,1.784352623,31.57291986,9.656496526,24.70924163,7.557258151,14.7569082,4.513362507,24.70924163,7.557258151,24.02287381,7.347334313,30.54336813,9.341610769,0,0,12.35462082,3.778629075,32,32,44,12,62,85,19,46,23,16,65,16,71,3,17,92,72,43,72,70,89,0,36,56,55,17,16,58,57,20,20,32,32,69,69,58,57,41,37,58,58,55,55,67,67,0,0,35,33,1503295,26109,0,1,0,0,0.05520929,0.000148924
7796,6037651302,California,CA,Los Angeles,9,5978,5978,4275,2234,2569,3088,0.273586484,0.082363187,2494,0.417196387,777,0.129976581,229,0.074158031,139,0.062220233,122,0.028538012,288,0.048176648,1128,0.18869187,0.116923077,9.43664411,56.02626,0.318862153,20,0.3,2248.439933,254.765028,1763,0.686259245,0.123216323,0.218059909,7.695854302,0,0.001120303,17.23594848,5.188880759,4.37738374,1.317810986,17.78312146,5.353607155,0.820759452,0.247089561,4.650970228,1.400174179,24.62278354,7.412686799,14.77367012,4.447612079,24.62278354,7.412686799,17.78312145,5.353607133,13.67932419,4.118159333,19.15105386,5.765423066,0,0,9.849113416,2.96507472,20,18,25,21,65,51,13,39,74,4,63,16,65,3,17,90,54,90,65,50,70,0,36,47,45,14,13,45,45,14,13,26,26,59,58,39,37,59,55,47,47,37,36,48,47,0,0,29,27,2388217,0,0,0,0,0,0.099019232,0.000232536
7797,6037651304,California,CA,Los Angeles,9,5025,5025,3922,2470,2690,2674,0.227064677,0.073283109,1710,0.340298507,572,0.113830846,147,0.054973822,178,0.072064777,66,0.016828149,209,0.04159204,795,0.158208955,0.108717949,9.372900548,56.06586,0.286370232,20,0.3,2135.834487,485.1312859,1362,0.506319703,0.11365207,0.232368266,6.185116314,0,0.000776401,14.30507463,4.616835838,3.633034826,1.172529737,13.39681594,4.323703431,0.681194031,0.219849327,3.860099509,1.245812853,20.20875622,6.52219666,16.34865672,5.276383815,17.25691542,5.569516249,14.07800995,4.54355273,11.80736318,3.810721644,14.07800995,4.54355273,0,0,7.720199005,2.49162569,12,12,18,16,45,55,7,29,61,2,63,16,59,3,17,89,72,76,62,52,62,0,34,40,41,12,12,36,38,10,10,22,23,51,53,42,43,46,45,39,41,33,34,38,39,0,0,23,22,1435780,808062,0,0,0,0,0.082504752,0.000218489
7798,6037651401,California,CA,Los Angeles,9,2589,2589,2009,1232,1293,1146,0.377365778,0.153572124,1307,0.504828119,647,0.249903438,46,0.040139616,248,0.201298701,247,0.12294674,86,0.033217458,783,0.302433372,,9.523189863,55.85169,0.470799218,20,0.3,2535.602165,419.8591137,644,0.498066512,0.131709903,1.065004538,9.746723436,0,0.005304729,24.15140981,9.828615914,5.660486674,2.303581855,35.09501735,14.28220753,1.132097334,0.460716372,6.415218226,2.610726108,34.7176516,14.12863538,25.66087292,10.44290441,28.30243337,11.51790927,25.66087292,10.44290441,32.07609115,13.05363051,29.81189649,12.13219777,0,0,16.98146002,6.910745565,38,56,35,49,27,88,51,19,95,,64,15,93,3,17,92,68,75,68,85,79,0,45,59,67,17,22,72,80,22,29,35,43,73,81,60,71,64,72,59,70,67,76,66,77,0,0,46,56,1005692,0,0,0,0,2,0.068226761,9.78991E-05
7799,6037651402,California,CA,Los Angeles,9,6179,6069,4188,2187,2259,3100,0.421463922,0.083434424,4172,0.67519016,1018,0.167737683,25,0.008064516,202,0.092363969,100,0.023877746,327,0.052921185,925,0.149700599,0.125128205,9.53048137,55.96294,0.414475193,20,0.3,2450.920309,542.8854643,902,0.399291722,0.139111292,0.506717271,11.24228511,0,0.003411989,27.39515491,5.423237552,6.321958826,1.251516358,35.40296945,7.008491616,1.264391766,0.250303272,7.164886674,1.418385208,38.7746808,7.675966997,31.18833021,6.174147367,27.81661884,5.506671976,29.50247452,5.840409672,29.50247452,5.840409672,35.40296943,7.008491606,0,0,17.70148471,3.504245803,45,19,53,31,3,65,11,46,57,6,65,15,84,3,17,92,74,66,70,70,84,0,42,63,46,19,12,72,55,25,14,38,26,77,59,68,49,64,44,64,49,64,47,74,55,0,0,48,31,1827855,1183,0,0,0,0,0.072745135,0.000178068
7800,6037670001,California,CA,Los Angeles,9,3631,3545,2550,1295,1384,1786,0.402756432,0.100322818,2257,0.621591848,652,0.183921016,10,0.005599104,55,0.042471042,256,0.100392157,208,0.057284495,744,0.204902231,0.169230769,9.812078082,56.18933,0.443885941,20,0.3,3334.049582,132.915241,477,0.344653179,0.196543049,1.939726912,15.15949384,0,0.001158176,27.38743736,6.8219516,6.444102908,1.605165082,35.84532245,8.928730802,1.208269296,0.300968454,6.846859344,1.705487906,38.26186102,9.530667676,13.29096225,3.310652982,24.56814234,6.119691876,33.0260274,8.226471047,37.45634815,9.330022041,37.05359172,9.229699223,0,0,14.49923154,3.611621435,42,29,47,35,0,39,45,53,80,42,68,16,89,3,17,95,33,61,82,93,92,0,36,63,54,19,15,73,64,24,18,36,31,76,68,35,28,59,48,68,61,74,64,76,66,0,0,41,32,939137,0,0,0,0,0,0.051663153,9.14385E-05
7801,6037670002,California,CA,Los Angeles,9,3724,3712,2727,1420,1493,1882,0.495345892,0.142069681,2654,0.712674544,1032,0.278017241,75,0.039851222,74,0.052112676,366,0.134213421,319,0.08566058,712,0.191192266,0.206153846,9.750585205,56.02668,0.488230861,20,0.3,3446.73456,356.3651866,697,0.466845278,0.164927754,1.777061518,12.43783502,0,0.001238421,33.18817479,9.518668654,7.925534279,2.273114903,46.56251385,13.35455001,1.486037676,0.426209043,8.420880164,2.415184577,47.55320567,13.63868942,31.70213712,9.09245961,35.66490426,10.22901706,38.14163372,10.93936547,45.5718221,13.07041069,43.09509264,12.36006228,0,0,17.83245213,5.114508531,57,52,57,54,27,45,54,85,75,80,67,16,94,3,17,96,64,72,77,92,87,0,36,70,66,23,21,82,78,31,28,43,41,85,80,69,65,73,67,75,71,82,76,82,77,0,0,48,43,866932,0,0,0,4,1,0.037705663,8.43991E-05
7802,6037670003,California,CA,Los Angeles,9,5824,5813,4539,2363,2415,3610,0.321244699,0.108148256,2758,0.473557692,982,0.168931705,69,0.019113573,76,0.032162505,589,0.129764265,362,0.062156593,984,0.168956044,0.190769231,9.711054795,55.99536,0.458511476,20,0.3,3023.908805,247.9534816,1109,0.459213251,0.163300677,1.471435215,13.14352301,0,0.001615513,21.2021501,7.13778489,4.818670478,1.622223839,29.23326761,9.841491296,0.963734097,0.324444768,5.461159883,1.838520352,30.19700166,10.16593606,17.02596902,5.731857563,22.8083736,7.678526169,24.41459709,8.219267449,28.91202287,9.733343031,28.59077817,9.625194776,0,0,12.20729855,4.109633724,28,34,32,31,8,32,53,60,66,66,66,15,91,3,17,94,53,71,76,90,89,0,38,54,56,15,16,65,67,18,21,30,33,68,70,44,46,56,56,57,61,63,66,64,68,0,0,35,36,1496095,0,0,0,0,0,0.054922102,0.000145654
7803,6037670101,California,CA,Los Angeles,9,3495,3457,2378,1211,1251,1813,0.516823654,0.145998915,2362,0.675822604,1237,0.357824704,15,0.00827358,97,0.080099092,270,0.113540791,282,0.080686695,647,0.185121602,0.17025641,9.638071233,55.86327,0.507631747,20,0.3,3181.199545,546.2336921,551,0.440447642,0.135971088,1.895919945,12.32011122,1.589510616,0.001342968,34.11036114,9.635928399,7.752354804,2.189983727,49.09824713,13.86989693,1.550470962,0.437996745,8.786002118,2.481981555,49.09824709,13.86989694,38.24495037,10.80391972,36.17765575,10.21992406,35.6608321,10.07392514,48.06459979,13.57789911,44.96365786,12.70190562,39.27859767,11.09591755,19.12247518,5.40195986,61,53,53,68,3,59,49,81,73,44,66,15,95,3,17,95,74,70,69,93,87,76,37,71,67,23,21,84,79,32,28,45,42,86,81,78,72,74,67,72,68,84,78,84,78,81,79,51,46,1101060,0,0,1,5,1,0.06849163,0.000107177
7804,6037670102,California,CA,Los Angeles,9,4210,4210,2952,1572,1673,2243,0.500118765,0.15261216,3365,0.799287411,846,0.200950119,161,0.071778868,214,0.136132316,543,0.183943089,418,0.099287411,666,0.158194774,0.17025641,9.638071233,55.86327,0.507631747,20,0.3,2956.192242,584.034257,265,0.158398087,0.141432962,1.472804495,13.58480501,0,0.001792611,33.00783848,10.07240258,7.501781473,2.289182405,47.51128267,14.4981552,1.500356295,0.45783648,8.502019005,2.59440672,47.0111639,14.34554307,38.00902613,11.59852418,20.50486936,6.257098573,35.5084323,10.83546338,45.01068884,13.73509443,45.01068884,13.73509443,0,0,19.00451306,5.799262092,58,56,67,39,63,77,65,92,61,44,66,15,95,3,17,94,76,41,71,90,90,0,38,69,68,22,22,83,80,31,29,44,43,84,82,77,75,53,49,71,71,81,78,84,81,0,0,50,48,549502,0,0,1,4,3,0.03929708,5.34917E-05
7805,6037670201,California,CA,Los Angeles,9,3522,3516,2571,1372,1493,1531,0.222547498,0.071692201,1201,0.340999432,366,0.104095563,116,0.075767472,0,0,61,0.023726177,189,0.053662692,954,0.270868825,0.154871795,9.408649315,55.72737,0.459220991,20,0.3,2289.000562,162.5934563,385,0.25787006,0.115177521,0.633425462,7.256334772,0.583620482,0.007875268,14.02049235,4.516608686,3.338212465,1.075383021,20.25182232,6.523990291,0.667642494,0.215076603,3.783307466,1.218767417,20.25182229,6.523990324,8.679352408,2.795995853,11.57246988,3.727994471,14.02049235,4.516608686,16.69106232,5.376915103,15.13322984,4.875069693,14.91068234,4.803377492,10.68227989,3.441225666,12,11,18,13,66,0,11,47,92,25,63,15,91,3,17,91,39,52,63,75,68,67,48,40,40,11,11,51,52,10,10,22,22,51,53,25,25,33,32,39,41,43,44,40,41,65,65,31,31,4873143,8019,0,0,0,0,0.158312052,0.000475113
7806,6037670202,California,CA,Los Angeles,9,2369,2359,1731,783,862,1139,0.230812417,0.056422446,954,0.402701562,139,0.058923273,31,0.027216857,37,0.047254151,0,0,117,0.049387927,537,0.226677923,0.148717949,9.373289863,55.81859,0.387279538,20,0.3,2175.073629,225.5933276,592,0.686774942,0.112726039,0.167935676,5.90958296,0,0.002370868,14.54118228,3.554614084,3.462186258,0.846336687,18.00336853,4.400950788,0.692437251,0.169267338,3.923811089,0.959181582,20.77311755,5.07802012,11.54062086,2.821122289,20.77311755,5.07802012,14.31036987,3.498191638,8.770871854,2.14405294,14.07955745,3.441769192,0,0,9.232496688,2.256897831,13,4,24,4,14,42,0,41,85,20,63,15,78,3,17,90,50,90,62,38,61,0,40,41,33,12,9,46,38,10,5,23,18,52,43,32,25,53,41,40,33,26,21,38,31,0,0,27,21,2984028,0,0,0,0,0,0.083563398,0.000290486
7807,6037670324,California,CA,Los Angeles,9,5658,5658,4026,2077,2252,2590,0.178331566,0.055846924,1695,0.299575822,323,0.05708731,110,0.042471042,55,0.026480501,113,0.028067561,249,0.044008484,1441,0.254683634,0.125128205,9.273445205,55.83489,0.322301299,20,0.3,2107.106298,220.3685325,1552,0.689165187,0.110941881,0.17920304,5.13741651,0,0.001207243,11.05655709,3.462509278,2.674973489,0.837703858,11.76988336,3.685896984,0.534994698,0.167540772,3.031636622,0.949397708,15.87150937,4.970376221,8.73824673,2.736499268,16.04984093,5.026223145,10.87822552,3.406662354,7.489925769,2.345570801,9.986567692,3.127427735,0,0,6.419936373,2.010489258,6,4,13,4,30,28,13,33,90,6,62,15,66,3,17,89,49,90,61,42,56,0,36,32,32,9,9,33,33,6,5,19,18,42,42,25,24,44,41,32,32,23,23,28,28,0,0,19,18,4744796,588420,0,0,0,0,0.150593681,0.000519234
7808,6037670326,California,CA,Los Angeles,9,3295,3295,2478,1257,1408,1198,0.228224583,0.051595938,1211,0.367526555,293,0.08892261,14,0.011686144,40,0.031821798,29,0.011702986,150,0.04552352,1017,0.308649469,0.113846154,9.006821918,55.8133,0.313391714,20,0.3,1794.625664,46.67738897,470,0.333806818,0.085565536,0.139776789,1.587826256,0,0.000744695,12.78057663,2.889372546,3.423368741,0.773939075,14.60637331,3.302140032,0.684673749,0.154787814,3.879817911,0.877130946,19.62731411,4.437250696,2.966919575,0.670747198,13.69347496,3.0957563,11.63945372,2.631392855,6.846737481,1.54787815,4.792716237,1.083514705,0,0,7.531411229,1.702665965,13,3,20,10,4,32,5,35,95,3,56,15,64,3,17,86,13,60,51,30,21,0,33,37,27,11,9,39,30,10,4,23,18,50,38,10,7,38,27,34,25,22,16,15,10,0,0,22,15,4038741,510448,0,0,0,0,0.125889906,0.000442843
7809,6037670328,California,CA,Los Angeles,9,4450,4450,3074,1575,1713,1899,0.268202247,0.059461021,2057,0.462247191,330,0.074157303,61,0.03212217,74,0.046984127,14,0.004554327,90,0.020224719,979,0.22,0.139487179,8.779397808,55.74454,0.280104431,20,0.2,1599.94704,83.18296407,635,0.370694688,0.073233733,0.113054672,0.759633769,0,0.000585801,13.67831461,3.032512081,4.023033708,0.891915318,15.55573033,3.448739218,0.804606741,0.178383063,0.536404494,0.118922042,22.52898876,4.994725781,5.900449438,1.308142466,16.89674157,3.746044336,12.06910112,2.675745954,5.900449438,1.308142466,3.218426966,0.713532254,0,0,8.58247191,1.902752678,19,5,30,7,19,42,2,8,84,13,51,15,58,3,2,84,22,63,45,22,12,0,32,39,29,13,9,41,31,14,6,6,2,56,42,18,13,46,32,35,25,19,14,11,7,0,0,25,17,3585614,1405510,0,0,0,0,0.117438759,0.000485782
7810,6037670405,California,CA,Los Angeles,9,2565,2544,1882,1056,1194,832,0.270535878,0.075770254,1162,0.453021442,224,0.088050314,37,0.044471154,73,0.069128788,15,0.007970244,24,0.009356725,925,0.360623782,0.169230769,9.036039178,55.56414,0.363381161,20,0.2,1770.939937,114.52434,78,0.065326633,0.086950689,0.129835425,4.105385348,1.14099597,0.001182685,15.69108095,4.39467473,4.058038177,1.13655381,20.01965497,5.606998796,0.811607634,0.227310762,0.541071756,0.151540508,23.26608555,6.516241841,7.845540476,2.197337365,7.304468719,2.045796857,14.06786568,3.940053206,7.304468719,2.045796857,12.98572217,3.63697219,19.47858325,5.455458286,9.739291625,2.727729143,19,14,29,10,33,54,3,3,97,42,58,15,74,3,2,86,29,27,52,27,48,72,36,44,39,13,12,50,46,14,11,6,5,57,53,23,20,22,20,39,36,23,20,35,32,68,66,28,24,1500005,0,0,0,0,0,0.066598247,0.000145985
7811,6037670406,California,CA,Los Angeles,9,1692,1692,1268,591,628,755,0.337765957,0.070216173,1054,0.622931442,89,0.052600473,59,0.078145695,51,0.086294416,10,0.007886435,55,0.03250591,437,0.258274232,0.126153846,8.911790685,55.5424,0.385988993,20,0.3,1661.770223,62.13293605,32,0.050955414,0.080543101,0.116747089,1.794987291,0,0.000908051,18.2393617,3.791673352,5.066489362,1.053242598,26.34574465,5.476861494,1.013297871,0.210648519,5.742021269,1.193674941,28.71010638,5.96837472,5.404255319,1.123458771,8.106382979,1.685188156,16.55053191,3.440592486,7.768617021,1.614971983,8.106382979,1.685188156,0,0,11.48404255,2.387349888,31,10,47,3,68,62,3,18,91,7,54,15,78,3,17,85,16,24,49,23,24,0,34,49,35,16,11,61,46,20,9,31,22,66,49,17,11,24,17,44,32,24,17,24,16,0,0,33,22,1188202,0,0,0,0,0,0.044066947,0.000115634
7812,6037670407,California,CA,Los Angeles,9,6166,6166,4205,2364,2457,2427,0.385014596,0.096960904,3836,0.62212131,912,0.147907882,195,0.080346106,298,0.12605753,70,0.016646849,271,0.043950697,1290,0.209211807,0.113846154,9.005026849,55.66216,0.347475889,20,0.2,1776.823806,235.4340744,190,0.077330077,0.08711857,0.119980105,3.266164616,1.653563545,0.001000262,21.56081739,5.429810632,5.775218943,1.454413562,27.33603632,6.884224184,1.155043788,0.290882712,0.770029192,0.193921808,33.11125527,8.338637756,19.6357444,4.945006111,11.55043789,2.908827124,20.020759,5.041967015,9.240350308,2.327061699,15.40058385,3.878436165,29.64612391,7.465989619,13.47551087,3.393631645,39,27,47,25,70,75,7,33,81,3,56,15,71,3,2,86,51,30,52,24,40,77,35,55,46,17,14,62,54,23,18,10,7,71,63,49,41,33,26,51,44,28,22,40,34,74,70,38,30,1258009,0,0,0,0,0,0.052564142,0.000122443
7813,6037670413,California,CA,Los Angeles,9,4566,4566,3255,1616,1797,2106,0.320521244,0.070099684,2640,0.578186597,287,0.062855891,178,0.084520418,86,0.053217822,94,0.028878648,243,0.053219448,966,0.211563732,0.121025641,8.906519726,55.65002,0.359322128,20,0.3,1693.254203,102.712348,132,0.07345576,0.08050459,0.116976536,1.417718576,0,0.00076588,17.30814717,3.785382939,4.80781866,1.051495261,23.39805081,5.117276932,0.961563732,0.210299052,5.448861148,1.191694628,27.24430574,5.958473145,8.333552343,1.822591785,9.295116075,2.032890838,15.70554095,3.434884519,7.692509855,1.682392417,6.089903636,1.331893997,0,0,10.8977223,2.383389258,28,10,43,5,73,45,14,46,82,5,54,15,73,3,17,85,26,29,49,24,19,0,34,47,35,15,11,56,43,18,9,30,22,63,49,24,17,27,19,43,32,24,17,18,13,0,0,32,22,2187328,0,0,0,0,0,0.061830271,0.000212891
7814,6037670416,California,CA,Los Angeles,9,4334,4334,3108,1594,1719,1841,0.327988002,0.081900201,2483,0.57291186,360,0.083064144,154,0.08365019,142,0.089084065,143,0.046010296,314,0.072450392,1110,0.256114444,0.107692308,8.708661096,55.54664,0.304750569,20,0.3,1511.363096,97.61853709,144,0.083769634,0.070470918,0.098456292,0.848396391,0,0.000616224,16.07141209,4.01310983,4.919820028,1.228503009,20.66324413,5.159712663,0.983964006,0.245700603,5.575796034,1.392303417,27.22300415,6.79771665,8.199700046,2.047505015,10.16762806,2.538906219,14.43147208,3.603608827,5.903784033,1.474203611,4.263844024,1.064702608,0,0,10.49561606,2.620806419,30,18,42,9,73,63,22,73,91,2,49,15,63,3,17,83,25,31,44,18,13,0,32,45,36,15,12,51,43,19,13,30,25,63,54,23,19,30,23,40,34,19,16,14,10,0,0,31,24,3566475,1123792,0,0,0,0,0.102882817,0.000456412
7815,6037670417,California,CA,Los Angeles,9,2782,2782,1985,1030,1052,1212,0.304636952,0.063944205,1489,0.535226456,206,0.074047448,24,0.01980198,49,0.047572816,18,0.00906801,122,0.043853343,764,0.274622574,0.169230769,9.157911233,55.59882,0.390277365,20,0.3,1902.104281,156.6059555,193,0.183460076,0.0983074,0.14427496,6.30680406,1.432221785,0.001802468,18.27821711,3.836652275,4.569554277,0.959163069,24.06631921,5.051592195,0.913910856,0.191832615,5.178828184,1.087051485,26.50341481,5.563145799,11.57620417,2.429879774,13.40402588,2.813545002,17.0596693,3.580875457,9.748382459,2.046214547,19.19212797,4.028484889,22.84777139,4.795815344,11.57620417,2.429879774,25,7,38,7,8,42,4,33,93,42,60,15,79,3,17,87,38,44,56,32,63,75,38,49,35,14,10,57,43,17,7,28,20,62,46,32,22,38,25,45,33,29,20,48,35,70,64,33,22,2021778,0,0,3,0,0,0.061834467,0.000196787
7816,6037670418,California,CA,Los Angeles,9,4485,4465,3155,1500,1628,2048,0.249804187,0.037268994,2074,0.462430323,166,0.037178052,77,0.037597656,8,0.005333333,31,0.009825674,220,0.049052397,954,0.21270903,0.096410256,9.176660822,55.71539,0.341285393,20,0.2,1950.917197,117.9113369,868,0.533169533,0.097642296,0.13770774,4.432078673,1.713528916,0.001198553,15.23805543,2.273408647,3.747062811,0.559034913,17.2364889,2.571560586,0.749412561,0.111806982,0.499608374,0.074537988,21.98276849,3.27967149,7.494125622,1.118069826,19.48472662,2.906981548,13.98903449,2.087063676,7.494125622,1.118069826,12.74001356,1.900718705,19.23492243,2.869712554,8.992950747,1.341683791,16,1,30,2,25,10,4,40,82,0,61,15,69,3,2,88,30,78,56,30,51,77,36,43,23,12,6,44,25,12,2,6,1,54,29,22,11,51,26,39,19,23,12,35,18,67,0,26,12,2527258,0,0,0,0,0,0.07606075,0.000246015
7817,6037670500,California,CA,Los Angeles,9,1436,1375,1061,546,677,565,0.22931527,0.04184628,574,0.399721448,81,0.058909091,40,0.07079646,18,0.032967033,5,0.004712535,27,0.018802228,436,0.30362117,,9.182221644,55.48486,0.437671197,20,0.3,1913.533433,51.4945917,320,0.47267356,0.094163032,0.262681993,3.727377645,0,0.002024294,13.98823145,2.552623071,3.210413776,0.585847918,20.17974376,3.68247264,0.68794581,0.12553884,3.89835959,0.71138676,19.95042846,3.640626347,3.210413776,0.585847918,16.74001469,3.054778429,12.61233983,2.301545392,12.8416551,2.343391672,10.08987187,1.841236313,0,0,8.943295518,1.632004914,13,1,24,4,62,32,2,7,95,,61,14,88,3,17,87,14,73,55,56,44,0,39,40,25,11,7,50,33,10,2,23,17,51,32,10,6,45,27,36,21,35,23,29,17,0,0,26,15,7746141,0,0,0,0,0,0.145786871,0.000753819
7818,6037670603,California,CA,Los Angeles,9,1949,1791,1453,612,666,954,0.290488128,0.023541875,1079,0.55361724,49,0.027359017,31,0.032494759,21,0.034313725,0,0,25,0.012827091,678,0.347870703,,8.87212411,55.34762,0.370975076,20,0.3,1577.010453,82.12929873,154,0.231231231,0.075417558,0.116785457,1.181317178,0,0.000799425,15.39587081,1.247719398,4.066833798,0.329586256,21.7866096,1.765640625,0.871464384,0.070625625,4.938298176,0.400211875,24.40100279,1.977517536,6.100250698,0.494379384,14.52440642,1.177093771,13.36245391,1.08292627,6.971715083,0.56500501,4.647810055,0.376670007,0,0,9.876596368,0.800423765,23,0,40,0,19,33,0,4,97,,53,14,75,3,17,84,21,50,46,24,16,0,34,43,13,13,4,53,18,15,1,27,14,59,19,18,5,40,12,38,10,22,6,15,4,0,0,29,7,3899420,0,0,0,0,0,0.112884875,0.000379436
